_id,userInputs,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone,userID,parsed_userID,parsed_milesRequested,parsed_WhPerMile,parsed_minutesAvailable,parsed_modifiedAt,parsed_paymentRequired,parsed_requestedDeparture,parsed_kWhRequested,parsed_sessionID,revisionCount,userInput_revisionCount,urgency_score,flexibility_index,habit_stability,grid_impact_proxy
5c427db1f9af8b1e1a53828c,"[{'userID': 945, 'milesRequested': 50, 'WhPerMile': 600, 'minutesAvailable': 555, 'modifiedAt': 'Wed, 02 Jan 2019 16:24:12 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 01:38:56 GMT', 'kWhRequested': 30.0, 'sessionID': '2_39_78_366_2019-01-02 16:23:56.085986'}]",2_39_78_366_2019-01-02 16:23:56.085986,2-39-78-366,CA-323,2,39,"Wed, 02 Jan 2019 16:23:56 GMT","Thu, 03 Jan 2019 01:31:57 GMT",13.679,"Wed, 02 Jan 2019 18:52:14 GMT",America/Los_Angeles,945.0,945.0,50.0,600.0,555.0,2019-01-02 16:24:12,True,2019-01-03 01:38:56,30.0,2_39_78_366_2019-01-02 16:23:56.085986,1.0,0,86,0.0096,0.85,medium
5c427db1f9af8b1e1a53828d,"[{'userID': 579, 'milesRequested': 200, 'WhPerMile': 200, 'minutesAvailable': 478, 'modifiedAt': 'Wed, 02 Jan 2019 16:28:58 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 00:25:57 GMT', 'kWhRequested': 40.0, 'sessionID': '2_39_123_23_2019-01-02 16:27:57.366037'}]",2_39_123_23_2019-01-02 16:27:57.366037,2-39-123-23,CA-313,2,39,"Wed, 02 Jan 2019 16:27:57 GMT","Wed, 02 Jan 2019 22:49:17 GMT",39.664,"Wed, 02 Jan 2019 22:49:13 GMT",America/Los_Angeles,579.0,579.0,200.0,200.0,478.0,2019-01-02 16:28:58,True,2019-01-03 00:25:57,40.0,2_39_123_23_2019-01-02 16:27:57.366037,1.0,0,55,0.282,0.8,medium
5c427db1f9af8b1e1a53828e,"[{'userID': 676, 'milesRequested': 50, 'WhPerMile': 364, 'minutesAvailable': 528, 'modifiedAt': 'Wed, 02 Jan 2019 16:34:10 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 01:21:50 GMT', 'kWhRequested': 18.2, 'sessionID': '2_39_79_378_2019-01-02 16:33:49.779632'}]",2_39_79_378_2019-01-02 16:33:49.779632,2-39-79-378,CA-326,2,39,"Wed, 02 Jan 2019 16:33:50 GMT","Thu, 03 Jan 2019 04:44:42 GMT",16.007,"Thu, 03 Jan 2019 00:54:53 GMT",America/Los_Angeles,676.0,676.0,50.0,364.0,528.0,2019-01-02 16:34:10,True,2019-01-03 01:21:50,18.2,2_39_79_378_2019-01-02 16:33:49.779632,1.0,0,48,0.637,0.8,high
5c427db1f9af8b1e1a53828f,"[{'userID': 569, 'milesRequested': 200, 'WhPerMile': 300, 'minutesAvailable': 499, 'modifiedAt': 'Wed, 02 Jan 2019 16:34:37 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 00:53:34 GMT', 'kWhRequested': 60.0, 'sessionID': '2_39_79_376_2019-01-02 16:34:33.982225'}]",2_39_79_376_2019-01-02 16:34:33.982225,2-39-79-376,CA-324,2,39,"Wed, 02 Jan 2019 16:34:34 GMT","Thu, 03 Jan 2019 00:35:04 GMT",28.468,"Thu, 03 Jan 2019 00:34:56 GMT",America/Los_Angeles,569.0,569.0,200.0,300.0,499.0,2019-01-02 16:34:37,True,2019-01-03 00:53:34,60.0,2_39_79_376_2019-01-02 16:34:33.982225,1.0,0,51,0.49,0.8,high
5c427db1f9af8b1e1a538290,"[{'userID': 1243, 'milesRequested': 110, 'WhPerMile': 278, 'minutesAvailable': 463, 'modifiedAt': 'Wed, 02 Jan 2019 16:36:48 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 00:19:32 GMT', 'kWhRequested': 30.58, 'sessionID': '2_39_139_567_2019-01-02 16:36:32.018641'}]",2_39_139_567_2019-01-02 16:36:32.018641,2-39-139-567,CA-513,2,39,"Wed, 02 Jan 2019 16:36:32 GMT","Thu, 03 Jan 2019 01:26:45 GMT",30.459,"Thu, 03 Jan 2019 01:26:33 GMT",America/Los_Angeles,1243.0,1243.0,110.0,278.0,463.0,2019-01-02 16:36:48,True,2019-01-03 00:19:32,30.58,2_39_139_567_2019-01-02 16:36:32.018641,1.0,0,45,0.89,0.8,medium
5c427db1f9af8b1e1a538291,"[{'userID': 712, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 509, 'modifiedAt': 'Wed, 02 Jan 2019 16:39:41 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 01:06:53 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_131_30_2019-01-02 16:37:52.964126'}]",2_39_131_30_2019-01-02 16:37:52.964126,2-39-131-30,CA-305,2,39,"Wed, 02 Jan 2019 16:37:53 GMT","Thu, 03 Jan 2019 01:04:29 GMT",8.201,"Thu, 03 Jan 2019 00:13:01 GMT",America/Los_Angeles,712.0,712.0,20.0,400.0,509.0,2019-01-02 16:39:41,True,2019-01-03 01:06:53,8.0,2_39_131_30_2019-01-02 16:37:52.964126,1.0,0,10,0.35,0.8,low
5c427db1f9af8b1e1a538292,"[{'userID': 1481, 'milesRequested': 10, 'WhPerMile': 400, 'minutesAvailable': 255, 'modifiedAt': 'Wed, 02 Jan 2019 16:58:05 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 02 Jan 2019 20:54:00 GMT', 'kWhRequested': 4.0, 'sessionID': '2_39_139_28_2019-01-02 16:38:59.827073'}]",2_39_139_28_2019-01-02 16:38:59.827073,2-39-139-28,CA-303,2,39,"Wed, 02 Jan 2019 16:39:00 GMT","Thu, 03 Jan 2019 01:45:03 GMT",3.399,"Wed, 02 Jan 2019 17:57:10 GMT",America/Los_Angeles,1481.0,1481.0,10.0,400.0,255.0,2019-01-02 16:58:05,True,2019-01-02 20:54:00,4.0,2_39_139_28_2019-01-02 16:38:59.827073,1.0,0,20,0.9,0.68,medium
5c427db1f9af8b1e1a538294,"[{'userID': 620, 'milesRequested': 20, 'WhPerMile': 500, 'minutesAvailable': 485, 'modifiedAt': 'Wed, 02 Jan 2019 17:01:17 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 01:05:19 GMT', 'kWhRequested': 10.0, 'sessionID': '2_39_130_564_2019-01-02 17:00:19.033308'}]",2_39_130_564_2019-01-02 17:00:19.033308,2-39-130-564,CA-510,2,39,"Wed, 02 Jan 2019 17:00:19 GMT","Thu, 03 Jan 2019 01:09:57 GMT",5.787,"Wed, 02 Jan 2019 19:27:45 GMT",America/Los_Angeles,620.0,620.0,20.0,500.0,485.0,2019-01-02 17:01:17,True,2019-01-03 01:05:19,10.0,2_39_130_564_2019-01-02 17:00:19.033308,1.0,0,48,0.611,0.8,high
5c427db1f9af8b1e1a538295,"[{'userID': 567, 'milesRequested': 20, 'WhPerMile': 333, 'minutesAvailable': 149, 'modifiedAt': 'Wed, 02 Jan 2019 17:08:14 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 02 Jan 2019 19:36:43 GMT', 'kWhRequested': 6.66, 'sessionID': '2_39_89_25_2019-01-02 17:07:42.946454'}]",2_39_89_25_2019-01-02 17:07:42.946454,2-39-89-25,CA-315,2,39,"Wed, 02 Jan 2019 17:07:43 GMT","Thu, 03 Jan 2019 02:49:49 GMT",3.897,"Wed, 02 Jan 2019 18:22:05 GMT",America/Los_Angeles,567.0,567.0,20.0,333.0,149.0,2019-01-02 17:08:14,True,2019-01-02 19:36:43,6.66,2_39_89_25_2019-01-02 17:07:42.946454,1.0,0,40,1.0,0.83,low
5c427db1f9af8b1e1a538296,"[{'userID': 858, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 76, 'modifiedAt': 'Wed, 02 Jan 2019 17:44:27 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 02 Jan 2019 19:00:09 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_91_437_2019-01-02 17:44:09.322050'}]",2_39_91_437_2019-01-02 17:44:09.322050,2-39-91-437,CA-317,2,39,"Wed, 02 Jan 2019 17:44:09 GMT","Thu, 03 Jan 2019 01:44:48 GMT",3.952,"Wed, 02 Jan 2019 19:07:10 GMT",America/Los_Angeles,858.0,858.0,20.0,400.0,76.0,2019-01-02 17:44:27,True,2019-01-02 19:00:09,8.0,2_39_91_437_2019-01-02 17:44:09.322050,1.0,0,80,0.6,0.5,medium
5c427db1f9af8b1e1a538297,"[{'userID': 1272, 'milesRequested': 50, 'WhPerMile': 400, 'minutesAvailable': 383, 'modifiedAt': 'Wed, 02 Jan 2019 17:51:01 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 00:13:37 GMT', 'kWhRequested': 20.0, 'sessionID': '2_39_79_377_2019-01-02 17:50:37.389194'}]",2_39_79_377_2019-01-02 17:50:37.389194,2-39-79-377,CA-325,2,39,"Wed, 02 Jan 2019 17:50:37 GMT","Wed, 02 Jan 2019 20:07:33 GMT",6.123,"Wed, 02 Jan 2019 20:07:25 GMT",America/Los_Angeles,1272.0,1272.0,50.0,400.0,383.0,2019-01-02 17:51:01,True,2019-01-03 00:13:37,20.0,2_39_79_377_2019-01-02 17:50:37.389194,1.0,0,35,0.75,0.8,medium
5c427db1f9af8b1e1a538298,"[{'userID': 1083, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 79, 'modifiedAt': 'Wed, 02 Jan 2019 18:05:39 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 02 Jan 2019 19:24:16 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_78_365_2019-01-02 18:05:15.648844'}]",2_39_78_365_2019-01-02 18:05:15.648844,2-39-78-365,CA-321,2,39,"Wed, 02 Jan 2019 18:05:16 GMT","Wed, 02 Jan 2019 19:27:40 GMT",3.616,"Wed, 02 Jan 2019 19:27:28 GMT",America/Los_Angeles,1083.0,1083.0,20.0,400.0,79.0,2019-01-02 18:05:39,True,2019-01-02 19:24:16,8.0,2_39_78_365_2019-01-02 18:05:15.648844,1.0,0,57,0.0,0.36,high
5c427db1f9af8b1e1a538299,"[{'userID': 1154, 'milesRequested': 40, 'WhPerMile': 600, 'minutesAvailable': 413, 'modifiedAt': 'Wed, 02 Jan 2019 18:22:19 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 01:15:02 GMT', 'kWhRequested': 24.0, 'sessionID': '2_39_79_381_2019-01-02 18:22:02.062348'}, {'userID': 1154, 'milesRequested': 40, 'WhPerMile': 600, 'minutesAvailable': 312, 'modifiedAt': 'Wed, 02 Jan 2019 19:15:52 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 02 Jan 2019 23:34:02 GMT', 'kWhRequested': 24.0, 'sessionID': '2_39_79_381_2019-01-02 18:22:02.062348'}]",2_39_79_381_2019-01-02 18:22:02.062348,2-39-79-381,CA-490,2,39,"Wed, 02 Jan 2019 18:22:02 GMT","Thu, 03 Jan 2019 00:26:08 GMT",6.391,"Wed, 02 Jan 2019 23:47:58 GMT",America/Los_Angeles,1154.0,1154.0,40.0,600.0,312.0,2019-01-02 19:15:52,True,2019-01-02 23:34:02,24.0,2_39_79_381_2019-01-02 18:22:02.062348,2.0,0,66,0.517,0.6,low
5c427db1f9af8b1e1a53829a,"[{'userID': 818, 'milesRequested': 180, 'WhPerMile': 250, 'minutesAvailable': 350, 'modifiedAt': 'Wed, 02 Jan 2019 18:38:25 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 00:25:54 GMT', 'kWhRequested': 45.0, 'sessionID': '2_39_95_444_2019-01-02 18:35:53.872924'}]",2_39_95_444_2019-01-02 18:35:53.872924,2-39-95-444,CA-497,2,39,"Wed, 02 Jan 2019 18:35:54 GMT","Thu, 03 Jan 2019 00:12:20 GMT",34.835,"Thu, 03 Jan 2019 00:12:13 GMT",America/Los_Angeles,818.0,818.0,180.0,250.0,350.0,2019-01-02 18:38:25,True,2019-01-03 00:25:54,45.0,2_39_95_444_2019-01-02 18:35:53.872924,1.0,0,22,0.735,0.8,medium
5c427db1f9af8b1e1a53829b,"[{'userID': 832, 'milesRequested': 90, 'WhPerMile': 300, 'minutesAvailable': 354, 'modifiedAt': 'Wed, 02 Jan 2019 18:53:57 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 00:46:56 GMT', 'kWhRequested': 27.0, 'sessionID': '2_39_79_380_2019-01-02 18:52:56.330038'}]",2_39_79_380_2019-01-02 18:52:56.330038,2-39-79-380,CA-489,2,39,"Wed, 02 Jan 2019 18:52:56 GMT","Thu, 03 Jan 2019 01:02:31 GMT",25.631,"Thu, 03 Jan 2019 01:02:24 GMT",America/Los_Angeles,832.0,832.0,90.0,300.0,354.0,2019-01-02 18:53:57,True,2019-01-03 00:46:56,27.0,2_39_79_380_2019-01-02 18:52:56.330038,1.0,0,21,0.912,0.845,low
5c427db1f9af8b1e1a53829c,"[{'userID': 891, 'milesRequested': 20, 'WhPerMile': 300, 'minutesAvailable': 219, 'modifiedAt': 'Wed, 02 Jan 2019 19:05:13 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 02 Jan 2019 22:43:51 GMT', 'kWhRequested': 6.0, 'sessionID': '2_39_95_27_2019-01-02 19:04:51.295367'}]",2_39_95_27_2019-01-02 19:04:51.295367,2-39-95-27,CA-319,2,39,"Wed, 02 Jan 2019 19:04:51 GMT","Thu, 03 Jan 2019 01:32:41 GMT",4.003,"Wed, 02 Jan 2019 20:31:24 GMT",America/Los_Angeles,891.0,891.0,20.0,300.0,219.0,2019-01-02 19:05:13,True,2019-01-02 22:43:51,6.0,2_39_95_27_2019-01-02 19:04:51.295367,1.0,0,80,0.9,0.95,high
5c427db1f9af8b1e1a53829e,"[{'userID': 632, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 376, 'modifiedAt': 'Wed, 02 Jan 2019 19:55:54 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 02:11:12 GMT', 'kWhRequested': 16.0, 'sessionID': '2_39_78_367_2019-01-02 19:55:11.852732'}]",2_39_78_367_2019-01-02 19:55:11.852732,2-39-78-367,CA-494,2,39,"Wed, 02 Jan 2019 19:55:12 GMT","Thu, 03 Jan 2019 03:14:11 GMT",16.062,"Thu, 03 Jan 2019 02:30:57 GMT",America/Los_Angeles,632.0,632.0,40.0,400.0,376.0,2019-01-02 19:55:54,True,2019-01-03 02:11:12,16.0,2_39_78_367_2019-01-02 19:55:11.852732,1.0,0,46,0.9,0.9,medium
5c427db1f9af8b1e1a53829f,"[{'userID': 1094, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 123, 'modifiedAt': 'Wed, 02 Jan 2019 20:01:58 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 02 Jan 2019 22:04:24 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_88_438_2019-01-02 20:01:24.000119'}]",2_39_88_438_2019-01-02 20:01:24.000119,2-39-88-438,CA-502,2,39,"Wed, 02 Jan 2019 20:01:24 GMT","Thu, 03 Jan 2019 04:02:06 GMT",5.132,"Wed, 02 Jan 2019 22:02:22 GMT",America/Los_Angeles,1094.0,1094.0,20.0,400.0,123.0,2019-01-02 20:01:58,True,2019-01-02 22:04:24,8.0,2_39_88_438_2019-01-02 20:01:24.000119,1.0,0,85,0.672,0.8,low
5c427db1f9af8b1e1a5382a0,"[{'userID': 1104, 'milesRequested': 100, 'WhPerMile': 250, 'minutesAvailable': 272, 'modifiedAt': 'Wed, 02 Jan 2019 20:22:13 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 03 Jan 2019 00:54:06 GMT', 'kWhRequested': 25.0, 'sessionID': '2_39_90_440_2019-01-02 20:22:05.703810'}]",2_39_90_440_2019-01-02 20:22:05.703810,2-39-90-440,CA-500,2,39,"Wed, 02 Jan 2019 20:22:06 GMT","Thu, 03 Jan 2019 03:25:16 GMT",21.416,"Thu, 03 Jan 2019 00:01:12 GMT",America/Los_Angeles,1104.0,1104.0,100.0,250.0,272.0,2019-01-02 20:22:13,True,2019-01-03 00:54:06,25.0,2_39_90_440_2019-01-02 20:22:05.703810,1.0,0,19,0.212,0.9,medium
5c427db1f9af8b1e1a5382a1,"[{'userID': 1083, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 79, 'modifiedAt': 'Wed, 02 Jan 2019 21:26:30 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 02 Jan 2019 22:45:10 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_78_365_2019-01-02 21:26:09.923720'}]",2_39_78_365_2019-01-02 21:26:09.923720,2-39-78-365,CA-321,2,39,"Wed, 02 Jan 2019 21:26:10 GMT","Thu, 03 Jan 2019 03:09:09 GMT",4.687,"Wed, 02 Jan 2019 23:22:45 GMT",America/Los_Angeles,1083.0,1083.0,20.0,400.0,79.0,2019-01-02 21:26:30,True,2019-01-02 22:45:10,8.0,2_39_78_365_2019-01-02 21:26:09.923720,1.0,0,45,0.66,0.8,medium
